fid,accident_id,accident_year,accident_outcome,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry
ongevallen_2022_2024.223306,20240073822,2024,property_damage_only,2,moped,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,326164095.0,,Hugo van der Goeslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163043.88500000164 382468.0789999999)
ongevallen_2022_2024.224824,20240147532,2024,property_damage_only,2,moped,,van,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,324162034.0,,,Winkelstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162302.94849999994 381213.1596000008)
ongevallen_2022_2024.224879,20240003168,2024,property_damage_only,2,passenger_car,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,321169023.0,,,van Kinsbergenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160969.27899999917 384571.5529999994)
ongevallen_2022_2024.225020,20240155934,2024,property_damage_only,2,van,,bicycle,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,321172028.0,,,Dr Cuyperslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160584.30260000005 386407.67280000076)
ongevallen_2022_2024.225158,20240002679,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,Andere oversteekplaats,,,,,,600219597.0,,,Esp,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162472.22659999877 388653.60810000077)
ongevallen_2022_2024.225199,20240015767,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,600219267.0,,,Dr Berlagelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160029.10590000078 386095.65349999815)
ongevallen_2022_2024.225270,20240014096,2024,property_damage_only,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,VERKEERSLICHTEN,,,600218840.0,,,Onze Lieve Vrouwestraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,Ja,,POINT (161308.05889999866 384898.6708999984)
ongevallen_2022_2024.228616,20240101676,2024,property_damage_only,2,light_moped,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,600310457.0,,,FIETSPAD,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159280.84479999915 380734.2525999993)
ongevallen_2022_2024.228797,20240101746,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,319168082.0,,,Torenallee,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159566.48470000178 384345.2006999999)
ongevallen_2022_2024.228978,20240102406,2024,injury,2,passenger_car,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,Ander ongeval,,318175082.0,,,Fransebaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159184.0276999995 387759.2404999994)
ongevallen_2022_2024.230823,20240157187,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,,,320169065.0,,,Wenckenbachstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160267.3183999993 384912.8709000014)
ongevallen_2022_2024.230887,20240023908,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,320165021.0,,Hertog Jan I Laan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160307.80299999937 382704.4140000008)
ongevallen_2022_2024.231047,20240156894,2024,property_damage_only,2,bicycle,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Nat,Duisternis,,Droog,,,,,,,324173143.0,,,Planetenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162312.4844999984 386970.99219999835)
ongevallen_2022_2024.232060,20240033341,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,313173025.0,,,De Schakel,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (156812.09899999946 386780.4200000018)
ongevallen_2022_2024.233855,20240024665,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,320171014.0,,,Barrierweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160262.1286999993 385659.49760000035)
ongevallen_2022_2024.234646,20240043824,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,,,,,,,,,600219043.0,,,Boutenslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160363.374499999 382036.0395000018)
ongevallen_2022_2024.234753,20240043979,2024,injury,2,truck,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,324174111.0,,,Airbornelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162188.7479000017 387410.7659999989)
ongevallen_2022_2024.234784,20240045548,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSER KWAM VAN EEN VOETPAD,,,325174032.0,,,Grote Beerlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162574.5089999996 387368.758200001)
ongevallen_2022_2024.234807,20240102924,2024,property_damage_only,3,van,,light_moped,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,,,,,320162063.0,,Bennekelstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160028.0540000014 381142.61300000176)
ongevallen_2022_2024.234953,20240102126,2024,property_damage_only,1,bicycle,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,320163057.0,,Tartinistraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160324.0460000001 381549.2960000001)
ongevallen_2022_2024.236672,20240137657,2024,property_damage_only,2,passenger_car,,bicycle,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,319161030.0,,Bennekelstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159981.76700000092 380944.83100000024)
ongevallen_2022_2024.236826,20240155924,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600917033.0,,Ir Kalffstraat,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159813.6700000018 384043.30900000036)
ongevallen_2022_2024.237743,20240033433,2024,injury,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,317175011.0,,Tarasconweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158871.23699999973 387674.631000001)
ongevallen_2022_2024.240627,20240083561,2024,property_damage_only,2,e-bike,,bicycle,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,601020691.0,,Zwaanstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159264.20800000057 384667.36499999836)
ongevallen_2022_2024.240758,20240072572,2024,property_damage_only,2,Motor,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,320166140.0,,,Willemstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160439.54300000146 383319.9389999993)
ongevallen_2022_2024.240782,20240101718,2024,property_damage_only,1,light_moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,326163032.0,,Henricus Herpstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163479.65300000086 381980.47199999914)
ongevallen_2022_2024.240860,20240083198,2024,property_damage_only,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219233.0,,,Barrierweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160305.94179999828 385694.9232000001)
ongevallen_2022_2024.240957,20240101797,2024,injury,2,passenger_car,,e-bike,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Regen,,,Parkeervoorziening,,,,,600185127.0,,Dirk Boutslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162704.19099999964 382793.0080000013)
ongevallen_2022_2024.241020,20240101619,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,VOP,,,,,,600218046.0,,,Tilburgseweg-Oost,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158935.34699999914 383871.6691999994)
ongevallen_2022_2024.241040,20240091835,2024,property_damage_only,2,light_moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,Oprit tankstation,,,,600899601.0,,Marathonloop,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159478.82600000128 387582.9539999999)
ongevallen_2022_2024.241067,20240083462,2024,property_damage_only,2,passenger_car,,light_moped,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,324165069.0,,,St Jorislaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162372.96400000155 382559.1649999991)
ongevallen_2022_2024.242640,20240147156,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,Andere oversteekplaats,,,,,,600219932.0,,,Vijfkamplaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159654.03730000183 387670.5756999999)
ongevallen_2022_2024.243090,20240016074,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,316163063.0,,,Langendijk,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (158033.878800001 381560.84149999917)
ongevallen_2022_2024.243127,20240016261,2024,property_damage_only,2,van,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet aanwezig,Klinkers,Droog,Schemer,,Droog,,,,,,,,600797997.0,,Hoevenweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157887.51799999923 381867.493999999)
ongevallen_2022_2024.244008,20240033343,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,323166143.0,,,Tramstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161681.63580000028 383240.40989999846)
ongevallen_2022_2024.246506,20240093046,2024,property_damage_only,2,light_moped,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600309579.0,,,FIETSPAD,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (157448.30310000107 382917.1834000014)
ongevallen_2022_2024.246553,20240082900,2024,property_damage_only,1,moped,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,323164101.0,,Leenderweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161993.56500000134 382077.0020000003)
ongevallen_2022_2024.246584,20240074591,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600219232.0,,,Barrierweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160330.42269999906 385713.96079999954)
ongevallen_2022_2024.246714,20240082458,2024,injury,3,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,600219247.0,,,1e Lieven de Keylaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160548.7179000005 386444.40129999816)
ongevallen_2022_2024.246728,20240102609,2024,injury,2,moped,,passenger_car,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600801250.0,,Dr Berlagelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160456.58700000122 385513.0700000003)
ongevallen_2022_2024.246848,20240072769,2024,property_damage_only,2,bicycle,,pedestrian,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,324164040.0,,Heezerweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162302.34699999914 382011.3660000004)
ongevallen_2022_2024.248933,20240016017,2024,property_damage_only,1,light_moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Buiten,30.0,Brandend,Beton,Nat,Duisternis,,Regen,,,,,,,326164096.0,,,Piuslaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163023.95369999856 382390.75780000165)
ongevallen_2022_2024.251608,20240024209,2024,property_damage_only,2,van,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600219221.0,,,Tonnaerstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160675.07840000093 385350.5033)
ongevallen_2022_2024.252342,20240092106,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,320169141.0,,Marconilaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160135.57499999925 384632.51099999994)
ongevallen_2022_2024.252557,20240103317,2024,property_damage_only,2,moped,,bicycle,,Frontaal,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,,Klinkers,Droog,Daglicht,,Droog,,,,,,,,321169007.0,,Kloosterdreef,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160807.5300000012 385064.8599999994)
ongevallen_2022_2024.252634,20240083297,2024,injury,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600218738.0,,,Rogier van der Weydenstr,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163710.3575000018 382985.2661000006)
ongevallen_2022_2024.252666,20240045133,2024,property_damage_only,2,light_moped,,light_moped,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,600311611.0,,,Veldm Montgomerylaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161207.43140000105 385754.4715999998)
ongevallen_2022_2024.254320,20240146407,2024,property_damage_only,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,,Droog,Andere oversteekplaats,,,,,,600219429.0,,,Franklin D Rooseveltlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161343.50039999932 386520.0967000015)
ongevallen_2022_2024.254676,20240002550,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50.0,Niet brandend,Klinkers,Nat,Daglicht,,Droog,,,Bus-/Tramhalte,,,,,601134187.0,,Achtseweg Zuid,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159504.5700000003 384944.2470000014)
ongevallen_2022_2024.254677,20240002962,2024,injury,1,bicycle,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,325171010.0,,Amazonenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162652.51300000027 385706.05000000075)
ongevallen_2022_2024.254822,20240015769,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,30.0,,,Nat,Daglicht,,,,,,,,,,321174050.0,,Echternachlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160871.85599999875 387382.6499999985)
ongevallen_2022_2024.255578,20240033506,2024,injury,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600218981.0,,,Dr Schaepmanlaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161345.22819999978 382239.70329999924)
ongevallen_2022_2024.255860,20240033390,2024,property_damage_only,2,passenger_car,,bicycle,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,325161243.0,,,Leenderweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162692.24170000106 380759.63899999857)
ongevallen_2022_2024.255867,20240044906,2024,injury,2,passenger_car,,light_moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219067.0,,,Donizettilaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159844.1303000003 381918.7591999993)
ongevallen_2022_2024.258674,20240101455,2024,property_damage_only,1,moped,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,320165008.0,,Willem de Rijkelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160382.4530000016 382874.26099999994)
ongevallen_2022_2024.260095,20240136745,2024,property_damage_only,2,bicycle,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,321170020.0,,Mgr Swinkelsstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160923.1710000001 385190.9200000018)
ongevallen_2022_2024.260484,20240002457,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,320163016.0,,,Hoogstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160296.6163999997 381972.01850000024)
ongevallen_2022_2024.260557,20240023991,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,324165071.0,,Geldropseweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162270.0610000007 382606.47199999914)
ongevallen_2022_2024.260643,20240025097,2024,property_damage_only,2,light_moped,,bicycle,,Onbekend,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,325172086.0,,,Sterrenlaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162641.87700000033 386440.9629999995)
ongevallen_2022_2024.263576,20240024509,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,324171031.0,,,Aeneaslaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162458.57789999992 385710.17760000005)
ongevallen_2022_2024.264196,20240092014,2024,property_damage_only,2,light_moped,,pedestrian,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600311380.0,,,Genovevalaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160798.46810000017 387513.3024000004)
ongevallen_2022_2024.264241,20240101680,2024,property_damage_only,2,passenger_car,,bicycle,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,600219114.0,,,Willemstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (160678.3863000013 383284.3060999997)
ongevallen_2022_2024.264491,20240074188,2024,property_damage_only,2,passenger_car,,light_moped,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,600626771.0,,2e Lieven de Keylaan,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (159709.6240000017 385905.2589999996)
ongevallen_2022_2024.264605,20240082656,2024,injury,2,light_moped,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,322165003.0,,Deken van Somerenstraat,Eindhoven,False,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161150.47899999842 382919.3999999985)
ongevallen_2022_2024.264637,20240074357,2024,property_damage_only,2,passenger_car,,bicycle,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,,ZOAB,Droog,Daglicht,,Droog,,,,,,,322165024.0,,,Edenstraat,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161169.85460000113 382626.28920000046)
ongevallen_2022_2024.265928,20240136448,2024,property_damage_only,1,moped,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,323168092.0,,,Dutmalapad,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (161696.60500000045 384036.62900000066)
ongevallen_2022_2024.266076,20240136596,2024,property_damage_only,2,van,,moped,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,325162171.0,,Leenderweg,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (162587.05799999833 381044.3370000012)
ongevallen_2022_2024.266421,20240146997,2024,property_damage_only,2,moped,,passenger_car,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Schemer,,Regen,,,,,,,600117042.0,,,Pagelaan,Eindhoven,True,municipality,Eindhoven,Noord-Brabant,,,,,POINT (163875.98090000078 384557.95650000125)
