fid,accident_id,accident_year,accident_outcome,accident_outcome_standardized,number_of_parties,party_1_object_type,party_1_object_type_other,party_2_object_type,party_2_object_type_other,accident_nature,linking_level,road_situation,built_up_area,speed_limit,road_lighting,road_pavement,road_surface,light_condition,visibility_distance,weather_condition,special_traffic_measure,special_traffic_measure_other,special_infrastructure,special_infrastructure_other,special_temporary_nature,special_temporary_nature_other,junction_id,road_section_id,hectometer,street_name,place_name,current,current_boolean,road_authority,municipality,province,service_area_name,district_name,alcohol_indication,gdb_geometry_attribute_data,geometry,longitude,latitude
ongevallen_2022_2024.208645,20230091805,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,Brug/viaduct,,,,600218687.0,,,Kanaaldijk-Noord,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163168.94700000063 382885.9519999996),5.504679283804811,51.43501895044065
ongevallen_2022_2024.208695,20230091286,2023,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Geparkeerd voertuig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,318166041.0,,Boegstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159466.52199999988 383371.2729999982),5.451440571104033,51.43942288751007
ongevallen_2022_2024.208982,20220089370,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,324166059.0,,Tongelresestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162320.34099999815 383229.1409999989),5.4924825594531885,51.438115430733745
ongevallen_2022_2024.208984,20220089598,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,326166048.0,,,Paul Krügerlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163386.62939999998 383451.14079999924),5.507823253638771,51.44009604202803
ongevallen_2022_2024.208995,20220028937,2022,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,,600389384.0,,Jeroen Boschlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163112.64299999923 382979.40900000185),5.503871725955891,51.435859817741694
ongevallen_2022_2024.209641,20230009235,2023,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,323169129.0,,,Onze Lieve Vrouwestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161792.39299999923 384843.2280000001),5.484920751812613,51.45263052996648
ongevallen_2022_2024.209828,20230007496,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,321163117.0,,Boutenslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160610.07499999925 381914.5219999999),5.46786446057477,51.42631839020684
ongevallen_2022_2024.210374,20240044987,2024,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,325159017.0,,,Leenderweg,Eindhoven,Ja,True,Rijk,Eindhoven,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (162968.83520000055 379631.3623000011),5.501727845807514,51.405767377200014
ongevallen_2022_2024.210620,20220131086,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Nat,Schemer,,Droog,,,,,,,600311802.0,,,Vestdijk,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161607.50230000168 383228.6466999985),5.482230467793726,51.43811980391433
ongevallen_2022_2024.210846,20220187826,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,326163010.0,,St Petrus Canisiuslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163438.0089999996 381974.4270000011),5.508526839669533,51.42682159136244
ongevallen_2022_2024.211264,20240072633,2024,Uitsluitend materiele schade,property_damage_only,1,Fiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219186.0,,,Philitelaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160250.40909999982 384005.2558000013),5.462724269728804,51.44511477982936
ongevallen_2022_2024.211464,20240101649,2024,Uitsluitend materiele schade,property_damage_only,2,,VOERTUIG ONBEKEND,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600219221.0,,,Tonnaerstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160675.07840000093 385350.5033),5.468854541898941,51.4572026325636
ongevallen_2022_2024.211581,20230062427,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218596.0,,,Bomansplaats,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161792.82440000027 382308.11300000176),5.48487801411365,51.42984322598553
ongevallen_2022_2024.211647,20230043184,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219430.0,,,Winston Churchilllaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161329.7573999986 386491.0042000003),5.478294658188755,51.467447215788276
ongevallen_2022_2024.212340,20220227569,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322168011.0,,,Kruisstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161081.9514000006 384411.2408999987),5.474692414622369,51.44875567065354
ongevallen_2022_2024.212341,20220227597,2022,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,600219942.0,,,Estafettelaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159574.50470000133 386970.5500999987),5.453040497624038,51.47177470591256
ongevallen_2022_2024.212558,20220228658,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,317165025.0,,Hastelweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158907.66200000048 382972.8819999993),5.4433983523440075,51.435846041199135
ongevallen_2022_2024.212587,20220227997,2022,Letsel,injury,2,Motor,,Fiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Droog,Duisternis,,,,,,,,,,600803109.0,,Aalsterweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161852.1099999994 381664.25),5.485717977875956,51.42405503414612
ongevallen_2022_2024.213089,20240137013,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,323170025.0,,,Gen van der Duynlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161641.13659999892 385457.314199999),5.482756281221163,51.45815214542037
ongevallen_2022_2024.213144,20230109888,2023,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,320169181.0,,,Marconilaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160270.65100000054 384700.2703999989),5.463025854764724,51.45136184397248
ongevallen_2022_2024.213244,20240155651,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,,321165045.0,,Hoogstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160798.3280000016 382615.1259999983),5.4705827671567295,51.43261398413756
ongevallen_2022_2024.213276,20240155933,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,600219623.0,,,Mercuriuslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162356.7714000009 387378.98429999873),5.493093330735953,51.475416461149756
ongevallen_2022_2024.213427,20240002652,2024,Uitsluitend materiele schade,property_damage_only,2,Bestelauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Droog,VOP,,,,,,600219596.0,,,Tempellaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162477.3370999992 388614.3916000016),5.494855036777098,51.48651950165684
ongevallen_2022_2024.213504,20230110280,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,,FATBIKE,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,,Regen,VOP,,,,,,600219622.0,,,Suikerpeerstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162359.57140000165 387419.8465999998),5.49313448957127,51.47578372113755
ongevallen_2022_2024.213702,20230033130,2023,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,600310475.0,,,Bernardinopas,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159301.1031000018 387054.69139999896),5.449106543574809,51.47253318175379
ongevallen_2022_2024.214102,20230032252,2023,Letsel,injury,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,320176083.0,,,Holterberglaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160136.23070000112 388298.83570000157),5.461144682829308,51.48370934537681
ongevallen_2022_2024.214473,20240072958,2024,Uitsluitend materiele schade,property_damage_only,2,Snorfiets,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,600566494.0,,Geldropseweg,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163874.96700000018 382277.3729999997),5.514817262948117,51.429537957933064
ongevallen_2022_2024.214706,20230090850,2023,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,600220098.0,,,Achtseweg Noord,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (156957.05420000106 387255.38109999895),5.415369915616248,51.47435017761736
ongevallen_2022_2024.214966,20220111516,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600218081.0,,,Zwaanstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159358.29710000008 384524.4362999983),5.449898329523495,51.44978913971811
ongevallen_2022_2024.215305,20220112389,2022,Uitsluitend materiele schade,property_damage_only,1,Snorfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,600161225.0,,Boschdijktunnel,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161078.69299999997 383778.1719999984),5.474634599072106,51.443065262097356
ongevallen_2022_2024.216221,20240034894,2024,Uitsluitend materiele schade,property_damage_only,3,Bromfiets,,Fiets,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,FIETSPAD,,,,322167153.0,,Vestdijk,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,Ja,,POINT (161353.20100000128 383589.2349999994),5.478579604256101,51.44136393915668
ongevallen_2022_2024.216401,20220160141,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,321166139.0,,,Lichtstraat,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160833.36149999872 383422.08680000156),5.471099939333148,51.439867126828
ongevallen_2022_2024.216442,20220160167,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,323165096.0,,Htg Hendrik v Brabantpln,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161863.33999999985 382629.68200000003),5.485898258463262,51.43273284869833
ongevallen_2022_2024.216640,20220149834,2022,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,317167018.0,,,Jacob Oppenheimstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158924.30220000073 383660.9547000006),5.443645343765106,51.44203078590256
ongevallen_2022_2024.217120,20240074158,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,322175051.0,,,Borgerhoutlaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161304.57310000062 387907.16970000044),5.477957644108436,51.48017691051713
ongevallen_2022_2024.217247,20240101806,2024,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,317165024.0,,,Hurksestraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (158627.95850000158 382677.50719999894),5.439372790412245,51.43319288692431
ongevallen_2022_2024.217659,20230042155,2023,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,,Droog,,,,,,,600219927.0,,,Marathonloop,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (159325.66120000184 387482.5051999986),5.44946528022311,51.4763784624233
ongevallen_2022_2024.217740,20230054498,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,320176019.0,,,Grebbeberglaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160353.8242000006 388036.3698000014),5.464273255748419,51.48134810212171
ongevallen_2022_2024.218049,20220228188,2022,Letsel,injury,2,Fiets,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,600219125.0,,,Vonderweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160727.92229999974 383603.2087999992),5.469586398119466,51.44149625526809
ongevallen_2022_2024.218936,20240137551,2024,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,314171017.0,,Oirschotsedijk,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157747.94799999893 385751.20699999854),5.426741862126728,51.46082635231413
ongevallen_2022_2024.219327,20240002661,2024,Letsel,injury,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,,Droog,Andere oversteekplaats,,,,,,,322173006.0,,Franklin D Rooseveltlaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161379.59899999946 386765.7430000007),5.479016933481892,51.46991618363317
ongevallen_2022_2024.219936,20240025331,2024,Letsel,injury,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,,600485226.0,,Mispelhoefstraat,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (157045.2899999991 387323.5210000016),5.416640337022109,51.47496234846419
ongevallen_2022_2024.220363,20230079959,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600219022.0,,,Mecklenburgstraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160854.4913999997 382911.1999000013),5.47139534077023,51.43527471393094
ongevallen_2022_2024.220595,20230091474,2023,Uitsluitend materiele schade,property_damage_only,1,e-bike,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,Tunnel,,,,,322163001.0,,Boutenslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161574.98600000143 381707.00499999896),5.48173439401831,51.42444264800758
ongevallen_2022_2024.220605,20230080924,2023,Uitsluitend materiele schade,property_damage_only,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,70.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218647.0,,,Leostraat,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162317.2624000013 381677.5287999995),5.492406034361594,51.42416854275691
ongevallen_2022_2024.220681,20230062172,2023,Uitsluitend materiele schade,property_damage_only,2,Fiets,,Voetganger,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,326163008.0,,St Petrus Canisiuslaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (163399.73299999908 381886.09699999914),5.507974382557243,51.42602819432197
ongevallen_2022_2024.221150,20220067939,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,600219331.0,,,Grebbeberglaan,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (160745.8563000001 388040.32939999923),5.469916903032556,51.481379823109755
ongevallen_2022_2024.221188,20220066442,2022,Uitsluitend materiele schade,property_damage_only,1,Bromfiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,,,,,,,,,,324164089.0,,Heezerweg,Eindhoven,Ja,True,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (162101.93200000003 382191.3189999983),5.489320451965953,51.42878959019089
ongevallen_2022_2024.221632,20230007744,2023,Letsel,injury,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,,Sneeuw/Hagel,,,,KRUISING FIETSPADEN,,,600311682.0,,,Winston Churchilllaan,Eindhoven,Nee,False,Gemeente,Eindhoven,Noord-Brabant,,,,,POINT (161330.50759999827 386468.7813999988),5.478305054133174,51.46724745435396
ongevallen_2022_2024.222574,20220189277,2022,Uitsluitend materiele schade,property_damage_only,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600218233.0,,,VELDHOVEN-ZUID 32,Eindhoven,Ja,True,Rijk,Eindhoven,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (158022.4070999995 380916.40139999986),5.430649504697706,51.41736644873981
